Animal ID,Name,Intake Date,Intake Time,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A634503,Otter,10/01/2013,2:49PM,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Norfolk Terrier Mix,Tan
A664281,,10/01/2013,3:13PM,14824 Falling Stone Ln in Travis (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A664282,,10/01/2013,3:13PM,14824 Falling Stone Ln in Travis (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Longhair Mix,Brown Tabby
A664283,Juliet,10/01/2013,3:20PM,1001 Bouldin Ave in Austin (TX),Stray,Nursing,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A664284,,10/01/2013,3:20PM,1001 Bouldin Ave in Austin (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair Mix,Black/White
A664285,,10/01/2013,3:20PM,1001 Bouldin Ave in Austin (TX),Stray,Nursing,Cat,Intact Male,0 years,Domestic Shorthair Mix,Black
A664286,Sugar,10/01/2013,3:38PM,16310 Bratton Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Brown
A664287,Daisy,10/01/2013,3:38PM,16310 Bratton Ln in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Brown/White
A664288,,10/01/2013,3:52PM,11612 Gemmer St in Del Valle (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue/White
A659642,*Trevor,10/01/2013,3:58PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Dachshund/Basset Hound,Brown Brindle
A664289,,10/01/2013,4:03PM,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A664292,,10/01/2013,4:03PM,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Brown Tabby/White
A664293,*Romeo,10/01/2013,4:03PM,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black/White
A664294,*Juliet,10/01/2013,4:03PM,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black
A664295,*Paris,10/01/2013,4:03PM,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby/White
A664296,*Mercutio,10/01/2013,4:03PM,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby
A664297,*Tybalt,10/01/2013,4:03PM,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White
A664298,*Benvolio,10/01/2013,4:03PM,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby
A664302,,10/01/2013,4:03PM,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Black/White
A664303,,10/01/2013,4:03PM,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,9 months,Domestic Shorthair Mix,Brown Tabby
A664304,,10/01/2013,4:03PM,7903 Taza Trl in Austin (TX),Stray,Normal,Cat,Intact Male,9 months,Domestic Shorthair Mix,Orange Tabby
A664290,*Taylor,10/01/2013,4:05PM,Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie
A664291,*Tyler,10/01/2013,4:05PM,Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A664299,*Doc,10/01/2013,4:10PM,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Anatol Shepherd/Great Pyrenees,White/Tricolor
A664300,*Happy,10/01/2013,4:10PM,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Anatol Shepherd/Great Pyrenees,White/Tricolor
A664301,Neville,10/01/2013,4:10PM,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Anatol Shepherd/Great Pyrenees,White/Tan
A664305,Annabelle,10/01/2013,4:10PM,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Anatol Shepherd/Labrador Retriever,White
A664306,*Tiny,10/01/2013,4:10PM,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Australian Shepherd Mix,White/Tricolor
A664307,*Sneezy,10/01/2013,4:10PM,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Anatol Shepherd/Labrador Retriever,Cream
A664308,Bruce,10/01/2013,4:10PM,12315 Rayden St. in Travis (TX),Stray,Normal,Dog,Intact Male,6 years,Australian Cattle Dog Mix,Brown/Black
A664309,*Romo,10/01/2013,4:19PM,12407 Emery Oaks Dr. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan
A646850,Lizzy,10/01/2013,4:21PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 months,German Shepherd Mix,Brown/White
A664310,Chan,10/01/2013,5:02PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Orange Tabby/White
A664313,,10/01/2013,5:27PM,2001 S Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,1 week,Domestic Shorthair Mix,Tortie
A659035,Zoe,10/01/2013,5:39PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 months,Belgian Malinois Mix,Tan/White
A477934,Suzie Q,10/01/2013,5:48PM,3808 S. 1St St in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Pit Bull Mix,Red/White
A645345,Honey,10/01/2013,5:54PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A664319,Boris,10/01/2013,6:27PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,6 months,Jack Russell Terrier/Chihuahua Shorthair,Tan/Black
A664321,,10/01/2013,6:50PM,Airport And Denson in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan/Cream
A664322,*Eloise,10/01/2013,7:01PM,Travis (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A656387,Ned,10/01/2013,7:05PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever/Chow Chow,Red/White
A664326,*Wilbur,10/01/2013,11:16PM,4503 Dove Springs Rd. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Tan/White
A609552,Zuzu,10/02/2013,7:41AM,4434 Frontier in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Doberman Pinsch/Pit Bull,Black/Tan
A664328,,10/02/2013,8:04AM,2Nd Street in Austin (TX),Wildlife,Sick,Other,Unknown,4 months,Bat Mix,Brown
A664329,,10/02/2013,8:06AM,4434 Frontier in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A664335,Angie,10/02/2013,10:51AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A664338,*J,10/02/2013,10:51AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A664339,*Trey,10/02/2013,10:51AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Black
A664340,Butter,10/02/2013,10:51AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A664336,,10/02/2013,11:04AM,16801 Trevin Cv in Manor (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A664337,,10/02/2013,11:04AM,16801 Trevin Cv in Manor (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A614012,Lillian,10/02/2013,11:16AM,712 Ann Taylor in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A664341,Zooe,10/02/2013,11:46AM,511 West Live Oak in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Jack Russell Terrier Mix,White/Tan
A664342,*Miso,10/02/2013,12:10PM,Carnation in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Japanese Chin Mix,White/Black
A664348,,10/02/2013,12:18PM,4502 S 3Rd St in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby
A664344,,10/02/2013,12:21PM,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Blue
A664345,,10/02/2013,12:21PM,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
A664346,,10/02/2013,12:21PM,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black Tabby/White
A664347,,10/02/2013,12:21PM,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby
A664349,*Elvira,10/02/2013,12:33PM,Ebehart in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Staffordshire Mix,Brown Brindle/White
A594707,*Frisco,10/02/2013,12:36PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,4 years,German Shepherd/Labrador Retriever,White
A664350,Elvis,10/02/2013,12:41PM,Billbrook in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Welsh Terrier Mix,Tan/Brown
A664352,*Romeo,10/02/2013,1:06PM,Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Shetland Sheepdog/Italian Greyhound,Sable/White
A664354,Tazz,10/02/2013,1:07PM,Lexington St in Manor (TX),Stray,Normal,Dog,Intact Male,1 year,Vizsla Mix,Red/White
A664353,Ziggy,10/02/2013,1:22PM,7218 Lakecharles Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd/Alaskan Husky,White
A664355,Jewels,10/02/2013,1:31PM,1212 E Braker in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Miniature Poodle Mix,Black
A664356,Azul,10/02/2013,1:41PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,7 months,Pit Bull Mix,Blue/White
A663673,Frosty,10/02/2013,2:27PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Great Pyrenees Mix,White
A664359,*Lula Belle,10/02/2013,2:43PM,9225 S 183 in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Cattle Dog/Border Collie,White/Tricolor
A664361,Deeohhgee,10/02/2013,2:47PM,11517 Dove Flight in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Tan/Black
A664362,Cowboy,10/02/2013,3:01PM,20700 Fm 1431 in Lago Vista (TX),Stray,Normal,Dog,Neutered Male,4 years,Rottweiler,Black/Brown
A664363,,10/02/2013,3:01PM,20700  Fm 1431 in Lago Vista (TX),Stray,Normal,Dog,Intact Female,3 years,Labrador Retriever/German Shepherd,White
A656761,Gotti,10/02/2013,3:02PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,7 years,Pit Bull Mix,Fawn
A664368,Zeus,10/02/2013,3:14PM,6202 Melody Ln in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,German Shepherd Mix,Brown/Black
A664370,,10/02/2013,3:16PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Medium Hair Mix,White/Black
A664372,*Halloween,10/02/2013,3:26PM,12405 Twin Creek in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A664373,October,10/02/2013,3:26PM,12405 Twin Creek in Travis (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Torbie
A664374,*Birch,10/02/2013,3:35PM,1307 Zachary'S Way in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,White/Brown
A664375,Chevy,10/02/2013,3:52PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Labrador Retriever Mix,Black
A664377,*Aries,10/02/2013,4:08PM,5Th St And Johanna St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,American Staffordshire Terrier Mix,Blue/White
A653703,*Poodle,10/02/2013,4:30PM,1515 Wickersham in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Miniature Poodle,Tan
A663177,,10/02/2013,4:58PM,1601 Royal Crest in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,American Bulldog Mix,Brown/White
A664378,Raisin,10/02/2013,5:07PM,Stassafras/Elderverry Tea Cove in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Chinese Sharpei,Brown
A664379,Miley,10/02/2013,5:32PM,Arthur Stiles in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Border Terrier Mix,Brown/White
A664380,,10/02/2013,5:40PM,407 Blue Berry in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Medium Hair Mix,Calico
A664382,Chewey,10/02/2013,5:54PM,South 183 in Travis (TX),Stray,Normal,Dog,Intact Female,6 months,Labrador Retriever Mix,Chocolate
A657832,Serenity,10/02/2013,5:59PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 months,Great Dane/Labrador Retriever,Black/White
A664384,,10/02/2013,6:09PM,11913 Elfcroft Dr in Austin (TX),Wildlife,Injured,Other,Unknown,6 months,Raccoon Mix,Brown
A664387,,10/02/2013,6:20PM,5002 Blue Spruce in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby
A664388,,10/02/2013,6:20PM,5002 Blue Spruce in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby
A664386,,10/02/2013,6:36PM,8405 Old Bee Cave Rd in Austin (TX),Stray,Sick,Cat,Intact Female,12 years,Domestic Shorthair Mix,Brown Tabby
A664391,Walter,10/02/2013,6:55PM,Steck/Mopac in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Harrier Mix,White/Brown
A651982,Amie,10/02/2013,6:59PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,7 years,Flat Coat Retriever Mix,Black
A664392,Moose,10/02/2013,7:06PM,Austin (TX),Owner Surrender,Injured,Cat,Neutered Male,7 years,Domestic Medium Hair Mix,Orange Tabby
A664394,,10/02/2013,7:27PM,907 W Slaughter in Austin (TX),Stray,Normal,Livestock,Intact Female,2 years,Pig Mix,Black
A664395,*Harry,10/02/2013,9:19PM,132 Karen Hill Dr. in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A664399,*Beth,10/03/2013,7:20AM,4434 Frontier Trl in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A664421,*Daisy,10/03/2013,10:58AM,5409 Ponciana in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Brown
A664425,Simba,10/03/2013,10:59AM,1820 Wooten Park Dr in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Tan
A664426,Canelo,10/03/2013,10:59AM,1820 Wooten Park Dr in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Tan
A664424,Spot,10/03/2013,11:04AM,"2212 Pelmera Cove, 78744 in Austin (TX)",Stray,Normal,Dog,Neutered Male,8 years,Chihuahua Shorthair/Mexican Hairless,Red/White
A664428,,10/03/2013,11:26AM,507 Mairo St in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A664432,,10/03/2013,11:27AM,500 Bastrop Hwy in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Poodle Mix,White
A664430,,10/03/2013,11:29AM,5000 Springdale in Austin (TX),Wildlife,Normal,Other,Unknown,9 months,Skunk,Black/White
A664434,Missy,10/03/2013,11:36AM,5620 Pinon Vista in Austin (TX),Public Assist,Normal,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,Tan/White
A664435,,10/03/2013,11:51AM,21473 Coyote Trl in Lago Vista (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Black/White
A664436,,10/03/2013,11:51AM,21473 Coyote Trl in Lago Vista (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black/White
A664437,,10/03/2013,11:51AM,21473 Coyote Trl in Lago Vista (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby/White
A664438,,10/03/2013,12:14PM,9721 Meadowheath Dr in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon Mix,Black/White
A664439,Batty,10/03/2013,12:38PM,Airport/46Th St in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Dachshund/Rat Terrier,White/Black
A664441,Wyatts,10/03/2013,12:42PM,14Th St And Alexander in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A664442,*Candy Corn,10/03/2013,12:42PM,14Th St And Alexander in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A664443,Sebastian,10/03/2013,12:42PM,14Th St And Alexander in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A664444,*Tudor,10/03/2013,12:42PM,14Th St And Alexander in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A664440,*Sunshine,10/03/2013,12:42PM,14Th St And Alexander in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A627854,Brownie,10/03/2013,1:05PM,Bluff Springs/Mozelle Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Mix,Blue Merle/Brown
A664446,*Riley,10/03/2013,1:06PM,6201 E 290 in Austin (TX),Stray,Injured,Cat,Intact Male,3 years,Domestic Shorthair Mix,Orange Tabby
A664448,,10/03/2013,1:09PM,2403 Bryan St in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Blue Tabby
A664449,Roxie,10/03/2013,1:28PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Yorkshire Terrier Mix,Tan
A664450,Miley,10/03/2013,1:28PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Tan
A663948,Pumpkin,10/03/2013,2:00PM,12314 Willow Wild in Austin (TX),Public Assist,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Black/White
A648134,Baby,10/03/2013,2:07PM,724 Eberhart in Austin (TX),Stray,Injured,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A625774,Jumper,10/03/2013,2:10PM,10211 Fm 969 Rd in Travis (TX),Stray,Injured,Dog,Neutered Male,3 years,Labrador Retriever Mix,Yellow
A664454,,10/03/2013,2:27PM,360 And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Pit Bull Mix,White/Brown Brindle
A664455,Diesle,10/03/2013,2:27PM,360 And 183 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull Mix,White/Brown Brindle
A664456,Poe,10/03/2013,2:40PM,St. Johns/Bennett Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull/Anatol Shepherd,White/Brown
A664458,Chevy,10/03/2013,2:44PM,2731 Webberville Rd in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Miniature Poodle Mix,White
A664459,Miss Kitty,10/03/2013,2:59PM,Austin (TX),Euthanasia Request,Sick,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Brown Tabby/White
A200922,Carlos,10/03/2013,3:47PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,16 years,Dachshund Mix,Black/Tan
A664460,,10/03/2013,4:09PM,Airport/Mlk in Austin (TX),Stray,Normal,Dog,Intact Male,15 years,Dachshund Mix,Brown
A664461,,10/03/2013,4:38PM,7414 Johnny Morris in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Dachshund Wirehair Mix,Tan
A664462,*Edgar,10/03/2013,4:38PM,7414 Johnny Morris in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Leonberger Mix,Brown/White
A664463,Raven,10/03/2013,6:09PM,Justin And Burnet in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black
A664464,,10/03/2013,6:34PM,14800 Eilers Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Longhair Mix,Tan
A664467,Bandit,10/03/2013,6:45PM,23107 Fulkes Ln. in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Labrador Retriever Mix,Gold
A664468,*Jesse,10/03/2013,6:45PM,23107 Fulkes Ln. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chesa Bay Retr Mix,Tan/White
A664471,*Pauly,10/03/2013,11:32PM,302 Broadway St. in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,White/Black
A664472,*Broadway,10/03/2013,11:32PM,302 Broadway St. in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White/Black
A664473,*Arthur,10/04/2013,12:14AM,12119 Tanglebriar Trl in Austin (TX),Stray,Injured,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby
A664474,Charley,10/04/2013,9:53AM,51St And Cameron in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A664475,,10/04/2013,10:07AM,9506 Springdale Rd in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan
A664481,Costello,10/04/2013,10:46AM,1114 Terry Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Dachshund Wirehair/Border Terrier,Black/Tan
A664482,,10/04/2013,10:46AM,1114 Terry Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Dachshund Wirehair/Border Terrier,Tan
A664483,,10/04/2013,10:46AM,1114 Terry Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Dachshund Wirehair/Border Terrier,Tan
A664484,,10/04/2013,10:46AM,1114 Terry Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Dachshund Wirehair/Border Terrier,Black/Tan
A664485,*Peaches,10/04/2013,11:01AM,9209 Quail Cv in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie
A664486,*Taylor,10/04/2013,11:01AM,9209 Quail Cv in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby
A664487,*Chris Angel,10/04/2013,11:01AM,9209 Quail Cv in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A664489,*Peaches,10/04/2013,11:05AM,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White
A664490,*Nikko,10/04/2013,11:05AM,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
A664491,,10/04/2013,11:05AM,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
A664492,*Hercules,10/04/2013,11:05AM,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
A664493,*Teddy,10/04/2013,11:05AM,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
A664623,Dahlia,10/04/2013,11:05AM,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White
A632333,Charcoal,10/04/2013,11:32AM,Manchaca/ Slaughter in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Blue/White
A664498,Gypsy,10/04/2013,11:38AM,6001 Cougar Dr in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Mastiff/Dutch Shepherd,Brown Brindle
A664494,*Flower,10/04/2013,11:44AM,Great Hills Trail in Austin (TX),Stray,Normal,Cat,Spayed Female,7 years,Domestic Longhair Mix,Tortie
A653571,T-Che,10/04/2013,11:50AM,5704 Arcadia Cir in Del Valle (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Brown/White
A664496,,10/04/2013,12:00PM,Old San Antonio Rd in Travis (TX),Stray,Normal,Dog,Intact Female,8 years,Rat Terrier Mix,White/Black
A664497,,10/04/2013,12:00PM,Old San Antonio Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Rat Terrier/Australian Cattle Dog,Tricolor
A664499,,10/04/2013,12:00PM,Old San Antonio Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Cattle Dog Mix,Tricolor
A664501,Mittens,10/04/2013,12:08PM,Deidra Drive in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A664502,,10/04/2013,12:08PM,Deidra Drive in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A664503,,10/04/2013,12:08PM,Deidra Drive in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A664504,Matilda,10/04/2013,12:22PM,Austin (TX),Stray,Normal,Dog,Spayed Female,6 months,Pit Bull Mix,White/Blue
A664507,,10/04/2013,1:57PM,East William Cannon in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Dachshund/Chihuahua Shorthair,Brown/Tan
A664506,Pearl,10/04/2013,1:59PM,4106 N Lamar in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Greyhound Mix,Tan/White
A664509,*Dancer,10/04/2013,2:02PM,1601 E Slaughter Ln in Travis (TX),Stray,Normal,Dog,Intact Female,7 months,Boxer Mix,Black/White
A663123,Travis,10/04/2013,2:05PM,Lapoynor St in Manor (TX),Stray,Normal,Dog,Neutered Male,10 months,Dachshund Wirehair/Standard Poodle,Black
A663004,*Allie,10/04/2013,2:11PM,2201 Willow Creek Dr in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 months,Bulldog/Australian Cattle Dog,Black/White
A664510,*Gizzmo,10/04/2013,2:27PM,10303 Georgian Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Longhair Mix,Blue/White
A664511,*Franklin,10/04/2013,2:28PM,4400 Franklin  Park in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Pinscher Mix,Black/Brown
A664513,*Sarah,10/04/2013,3:00PM,71 And Bee Caves in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Tortie
A664514,Zane,10/04/2013,3:23PM,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Manx Mix,Brown Tabby/White
A664515,Chloe,10/04/2013,3:23PM,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Manx Mix,Calico
A664516,Sable,10/04/2013,3:23PM,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black
A664517,Cheddar,10/04/2013,3:23PM,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Cream Tabby
