Animal ID,Name,Outcome Date,Outcome Time,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A671798,Hazel,02/03/2014,6:34PM,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Cream Tabby/White
A671390,Bodi,02/03/2014,6:40PM,Return to Owner,,Cat,Spayed Female,2 years,Bengal Mix,Brown Tabby/Black
A671746,Hazel,02/03/2014,6:58PM,Adoption,,Dog,Spayed Female,1 year,Australian Cattle Dog/Pit Bull,Blue/Tricolor
A671747,Chico,02/03/2014,7:00PM,Adoption,,Dog,Neutered Male,6 months,Australian Cattle Dog Mix,Brown
A672091,,02/04/2014,10:58AM,Euthanasia,Suffering,Dog,Intact Female,2 years,Border Collie/Labrador Retriever,Chocolate/White
A670957,Chanel,02/04/2014,11:05AM,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown
A672062,Cesar,02/04/2014,11:10AM,Transfer,Partner,Other,Intact Male,1 year,Guinea Pig,White/Gray
A671448,Xander,02/04/2014,11:11AM,Return to Owner,,Dog,Neutered Male,3 years,Pekingese Mix,Brown/White
A672057,Dottie,02/04/2014,12:04PM,Return to Owner,,Dog,Spayed Female,2 years,Miniature Poodle Mix,Apricot
A585865,Jack,02/04/2014,12:12PM,Return to Owner,,Cat,Neutered Male,8 years,Maine Coon Mix,Brown Tabby
A659614,Alexandra,02/04/2014,12:13PM,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White
A672016,Puchi,02/04/2014,12:15PM,Return to Owner,,Dog,Intact Male,10 years,Miniature Schnauzer Mix,Gray/White
A671647,,02/04/2014,12:50PM,Adoption,,Dog,Neutered Male,1 year,Border Terrier Mix,Gold
A671937,Thomas,02/04/2014,12:54PM,Transfer,Partner,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby/White
A672003,,02/04/2014,1:51PM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A672056,,02/04/2014,1:51PM,Transfer,SCRP,Cat,Unknown,2 years,Manx Mix,Blue Tabby/White
A672053,,02/04/2014,1:53PM,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black
A672055,,02/04/2014,1:54PM,Transfer,SCRP,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby
A672089,,02/04/2014,1:56PM,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue
A672054,,02/04/2014,1:56PM,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A671916,,02/04/2014,1:57PM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black
A671517,,02/04/2014,1:58PM,Transfer,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby/White
A672013,,02/04/2014,2:01PM,Transfer,SCRP,Cat,Unknown,2 years,Domestic Longhair Mix,White/Orange Tabby
A671999,,02/04/2014,2:02PM,Transfer,SCRP,Cat,Intact Female,2 years,Snowshoe Mix,Calico Point
A662107,*Bugsy,02/04/2014,2:04PM,Transfer,Partner,Dog,Neutered Male,3 years,Boxer/Pit Bull,Fawn/White
A671598,June,02/04/2014,2:05PM,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull Mix,Brown/White
A671599,Crystal,02/04/2014,2:06PM,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull Mix,Black Brindle/White
A672022,Dixon,02/04/2014,2:07PM,Return to Owner,,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White
A671253,Brownie,02/04/2014,2:08PM,Transfer,Partner,Dog,Spayed Female,6 months,Chihuahua Shorthair Mix,Brown/White
A671596,*Maya,02/04/2014,2:09PM,Transfer,Partner,Dog,Spayed Female,4 months,Pit Bull Mix,Brown/White
A671538,*Munchkin,02/04/2014,2:10PM,Transfer,Partner,Dog,Intact Female,3 months,Plott Hound Mix,Brown Brindle/White
A671539,*Daisy,02/04/2014,2:10PM,Transfer,Partner,Dog,Intact Female,3 months,Border Collie Mix,Black/White
A671540,*Mickey,02/04/2014,2:10PM,Transfer,Partner,Dog,Intact Male,3 months,Border Collie Mix,Black/White
A671529,*Dynamite,02/04/2014,2:12PM,Transfer,Partner,Dog,Neutered Male,4 months,Mastiff Mix,White/Black
A671279,*Preston,02/04/2014,2:28PM,Transfer,Partner,Dog,Neutered Male,2 months,Catahoula Mix,White/Tan
A671629,Stevie,02/04/2014,2:35PM,Transfer,Partner,Cat,Spayed Female,4 years,Domestic Medium Hair Mix,Blue Cream
A669929,Cleo,02/04/2014,2:41PM,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black/White
A666869,Gidget,02/04/2014,2:44PM,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A672115,,02/04/2014,2:45PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Gray/Black
A671752,,02/04/2014,3:19PM,Transfer,Partner,Dog,Neutered Male,3 months,Dachshund Mix,Brown/White
A671483,*Tito,02/04/2014,3:23PM,Adoption,,Dog,Neutered Male,1 year,Dachshund/Rat Terrier,White/Chocolate
A671938,Chloe,02/04/2014,3:33PM,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A670271,Ghost,02/04/2014,4:02PM,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black/White
A669657,Mercedes,02/04/2014,4:26PM,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A671862,Shippo,02/04/2014,5:08PM,Adoption,,Dog,Neutered Male,3 months,Dachshund/Chihuahua Shorthair,Buff
A671394,*Peanut,02/04/2014,5:09PM,Adoption,,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,Black
A671784,Lucy,02/04/2014,5:17PM,Adoption,,Dog,Spayed Female,5 months,American Pit Bull Terrier Mix,Red/White
A671881,Gabby,02/04/2014,5:33PM,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Tan
A672008,Rider,02/04/2014,5:39PM,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A671820,Aiden,02/04/2014,5:43PM,Adoption,,Dog,Neutered Male,4 years,Miniature Poodle Mix,Black/Brown
A671562,Princess,02/04/2014,6:19PM,Return to Owner,,Dog,Spayed Female,2 years,Rat Terrier/Chihuahua Shorthair,Brown/White
A669692,Tex,02/04/2014,6:23PM,Return to Owner,,Dog,Intact Male,1 year,Weimaraner Mix,Fawn/White
A668527,*Guapo,02/04/2014,6:39PM,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,White/Brown
A668524,*Bonita,02/04/2014,6:39PM,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Shorthair,Tan/White
A671399,Chomper Jr,02/04/2014,6:50PM,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,White/Black
A671874,,02/04/2014,10:14AM,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A671476,Smokey,02/05/2014,8:12AM,Transfer,Partner,Cat,Spayed Female,6 years,Russian Blue Mix,Blue
A671516,Vader,02/05/2014,11:28AM,Return to Owner,,Dog,Neutered Male,5 years,Labrador Retriever/Border Collie,Black
A672104,Abby,02/05/2014,11:45AM,Return to Owner,,Dog,Spayed Female,6 years,Shih Tzu Mix,White/Gray
A672154,,02/05/2014,11:45AM,Euthanasia,Suffering,Other,Unknown,1 year,Raccoon Mix,Black/Brown
A672102,,02/05/2014,12:34PM,Transfer,Partner,Dog,Intact Female,2 months,Chihuahua Shorthair/Dachshund,White/Tan
A611805,Thor,02/05/2014,1:04PM,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A671926,Velcro,02/05/2014,1:07PM,Transfer,Partner,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Black
A653181,Mallo,02/05/2014,1:15PM,Return to Owner,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,White/Black
A672116,,02/05/2014,1:19PM,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby
A672071,Sophie*,02/05/2014,1:19PM,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A672149,,02/05/2014,2:10PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Black
A380320,Scooby,02/05/2014,2:26PM,Euthanasia,Aggressive,Dog,Neutered Male,9 years,Labrador Retriever Mix,Red
A671859,,02/05/2014,2:27PM,Died,At Vet,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A666728,Diamond,02/05/2014,2:32PM,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Brown Tabby/White
A622978,Sugar,02/05/2014,2:52PM,Return to Owner,,Dog,Spayed Female,4 years,Pit Bull Mix,White/Black
A671478,Buddy,02/05/2014,3:06PM,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle
A565498,Dukey,02/05/2014,3:49PM,Return to Owner,,Dog,Neutered Male,7 years,Rottweiler/Labrador Retriever,Black/Tan
A671716,Rambo,02/05/2014,3:52PM,Adoption,,Dog,Neutered Male,5 months,Australian Cattle Dog/Labrador Retriever,Black/White
A671846,Tommy,02/05/2014,4:08PM,Adoption,,Cat,Neutered Male,9 years,Maine Coon Mix,Brown Tabby
A671549,Nitro,02/05/2014,4:08PM,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A671348,Chico,02/05/2014,4:25PM,Adoption,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A672201,Oreo,02/05/2014,4:56PM,Return to Owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/White
A671857,*Nick,02/05/2014,5:11PM,Transfer,Partner,Dog,Neutered Male,3 years,Irish Wolfhound/Great Pyrenees,White
A459318,Pancho,02/05/2014,6:18PM,Return to Owner,,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Silver/White
A671922,Waffles,02/05/2014,6:21PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A671870,*Annabell,02/05/2014,6:32PM,Adoption,,Dog,Spayed Female,8 months,German Shepherd Mix,Black/Tan
A672023,Daisy,02/05/2014,6:39PM,Return to Owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A671953,O'Malley,02/05/2014,6:52PM,Transfer,Partner,Dog,Intact Male,1 month,Golden Retriever/Cocker Spaniel,Brown/White
A668747,*Brandi,02/06/2014,9:41AM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue/White
A650938,Lacey,02/06/2014,11:05AM,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A335950,Doyle,02/06/2014,11:16AM,Euthanasia,Suffering,Dog,Neutered Male,12 years,Labrador Retriever Mix,White/Red
A671753,Susie,02/06/2014,11:40AM,Transfer,Partner,Dog,Spayed Female,2 years,Dachshund Mix,Red
A672209,,02/06/2014,12:10PM,Euthanasia,Suffering,Dog,Intact Female,1 year,Cairn Terrier Mix,Tan
A671923,Gus,02/06/2014,12:19PM,Transfer,Partner,Cat,Neutered Male,9 years,Maine Coon,Brown Tabby
A670532,Seymour,02/06/2014,12:44PM,Transfer,Partner,Dog,Intact Male,6 years,Pit Bull Mix,White/Tan
A664843,Sherlock,02/06/2014,12:48PM,Adoption,,Dog,Neutered Male,7 months,Pit Bull Mix,Brown/White
A671984,,02/06/2014,1:30PM,Transfer,Partner,Dog,Intact Female,2 months,St. Bernard Rough Coat Mix,Tan/White
A672243,,02/06/2014,1:30PM,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Shorthair Mix,Gray
A672242,,02/06/2014,1:34PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Gray/Black
A670923,Kayna,02/06/2014,2:01PM,Euthanasia,Behavior,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle
A671647,,02/06/2014,2:19PM,Adoption,,Dog,Neutered Male,1 year,Border Terrier Mix,Gold
A670801,*Alphonse,02/06/2014,2:33PM,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A648300,Vito,02/06/2014,2:58PM,Adoption,,Dog,Neutered Male,3 years,Cane Corso Mix,Blue
A670630,Sampson,02/06/2014,4:15PM,Adoption,,Dog,Neutered Male,1 year,Miniature Pinscher Mix,Black/Tan
A652198,Essie,02/06/2014,5:00PM,Adoption,,Dog,Spayed Female,2 years,Feist Mix,Tan/White
A670205,*Alice,02/06/2014,5:07PM,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A671572,Lucy,02/06/2014,5:09PM,Return to Owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown
A671027,*Star,02/06/2014,5:18PM,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Chocolate
A671338,Jude,02/06/2014,5:19PM,Adoption,,Dog,Neutered Male,2 years,Pointer/Catahoula,White/Brown Brindle
A563400,Heater,02/06/2014,5:24PM,Return to Owner,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby
A670333,Hardware,02/06/2014,5:41PM,Return to Owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White
A671934,*Kelly,02/06/2014,5:43PM,Adoption,,Dog,Spayed Female,1 year,Dachshund Longhair,Brown/Black
A669805,Harley,02/06/2014,5:49PM,Return to Owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White
A672230,Lil Dude,02/06/2014,5:53PM,Return to Owner,,Dog,Neutered Male,2 years,Norwich Terrier/Pug,Buff
A672181,Andy,02/06/2014,5:54PM,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A672182,Midnight,02/06/2014,5:57PM,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A671915,*Henry,02/06/2014,5:58PM,Adoption,,Dog,Neutered Male,1 year,Dachshund/Catahoula,Brown Merle/Black
A671842,Neville,02/06/2014,6:38PM,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Cream Tabby
A573107,Toby,02/06/2014,6:44PM,Return to Owner,,Dog,Neutered Male,5 years,Rat Terrier Mix,Tricolor
A672248,Mandy,02/06/2014,6:54PM,Return to Owner,,Dog,Spayed Female,4 years,Flat Coat Retriever Mix,Black/White
A672268,,02/06/2014,6:59PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A672273,,02/07/2014,1:52AM,Euthanasia,Suffering,Other,Unknown,4 weeks,Raccoon,Brown/Black
A566240,Penny,02/07/2014,11:20AM,Transfer,Partner,Dog,Spayed Female,4 years,Labrador Retriever/Border Collie,Black/White
A671935,*Peanut,02/07/2014,11:47AM,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue/White
A671940,Sissy,02/07/2014,11:49AM,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Chocolate/White
A672275,,02/07/2014,11:52AM,Euthanasia,Suffering,Other,Unknown,2 years,Raccoon Mix,Black/White
A660851,Cane,02/07/2014,11:54AM,Return to Owner,,Dog,Neutered Male,2 years,American Bulldog Mix,White/Brown
A672274,,02/07/2014,11:54AM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Gray/Black
A670621,Diamond,02/07/2014,1:38PM,Transfer,Partner,Dog,Spayed Female,6 years,Pit Bull Mix,Tan
A672001,,02/07/2014,2:04PM,Transfer,Partner,Dog,Neutered Male,5 months,Dachshund Mix,Black/Tan
A672002,,02/07/2014,2:19PM,Transfer,Partner,Dog,Spayed Female,7 months,Dachshund Mix,Black/Tan
A672014,,02/07/2014,2:40PM,Transfer,Partner,Dog,Intact Male,2 years,West Highland/Cairn Terrier,White/Tan
A667835,*Bishop,02/07/2014,2:42PM,Adoption,,Dog,Neutered Male,2 years,Staffordshire Mix,Black
A671885,*Dixie,02/07/2014,2:48PM,Transfer,Partner,Dog,Intact Female,2 years,Catahoula Mix,Brown Merle/White
A672005,Hazel,02/07/2014,3:00PM,Transfer,Partner,Dog,Intact Female,1 year,Labrador Retriever/Pointer,Chocolate/White
A672298,,02/07/2014,3:04PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Gray/Black
A671175,Wedo,02/07/2014,3:06PM,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow/White
A672216,Rambo,02/07/2014,3:10PM,Return to Owner,,Dog,Intact Male,1 year,Doberman Pinsch,Black/Tan
A672021,Fritz,02/07/2014,3:59PM,Adoption,,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Blue/Tan
A671997,,02/07/2014,4:18PM,Transfer,Partner,Dog,Neutered Male,10 months,Yorkshire Terrier/Miniature Poodle,Black/Tan
A622321,Paco,02/07/2014,4:37PM,Transfer,Partner,Dog,Neutered Male,2 years,German Shepherd/Alaskan Husky,Brown/Black
A671928,Eva,02/07/2014,4:45PM,Transfer,Partner,Dog,Spayed Female,3 years,Belgian Malinois Mix,Tan/Black
A664653,*Andy,02/07/2014,5:05PM,Transfer,Partner,Dog,Neutered Male,2 years,Catahoula/Mastiff,Tricolor
A671561,Snow White,02/07/2014,5:28PM,Transfer,Partner,Dog,Spayed Female,3 years,Miniature Schnauzer/Miniature Poodle,Gray/White
A671424,Buddy,02/07/2014,5:28PM,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever,Tan
A672179,Spike,02/07/2014,5:31PM,Return to Owner,,Dog,Neutered Male,2 years,Catahoula Mix,Blue Merle/Brown
A672285,,02/07/2014,5:39PM,Return to Owner,,Dog,Spayed Female,2 years,Beauceron Mix,Black/Brown
A672088,Nala,02/07/2014,5:49PM,Return to Owner,,Dog,Spayed Female,3 months,Labrador Retriever/German Shepherd,Red
A672213,Frank,02/07/2014,6:01PM,Return to Owner,,Dog,Neutered Male,2 years,English Bulldog/Cairn Terrier,Tan/White
A672312,,02/07/2014,6:11PM,Euthanasia,Suffering,Other,Unknown,1 year,Raccoon Mix,Brown/Black
A671678,*Marcopolo,02/07/2014,6:21PM,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A633943,Chalky,02/07/2014,6:28PM,Adoption,,Dog,Neutered Male,4 years,Miniature Pinscher Mix,Brown
A594102,Scarlett,02/07/2014,6:41PM,Return to Owner,,Dog,Spayed Female,3 years,Staffordshire Mix,Brown/White
A671912,Mya,02/07/2014,7:05PM,Adoption,,Cat,Spayed Female,14 years,Domestic Longhair Mix,Blue
A672244,,02/07/2014,7:06PM,Transfer,SCRP,Cat,Neutered Male,4 years,Domestic Longhair Mix,Brown Tabby/White
A672199,,02/07/2014,7:07PM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby
A671565,,02/07/2014,10:14AM,Transfer,SCRP,Cat,Spayed Female,7 months,Domestic Medium Hair Mix,Brown Tabby
A672144,,02/08/2014,11:09AM,Transfer,Partner,Dog,Neutered Male,6 months,Dachshund Longhair Mix,Tan
A672322,,02/08/2014,11:10AM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Sable
A672200,,02/08/2014,11:12AM,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A671667,Gracie,02/08/2014,11:15AM,Return to Owner,,Dog,Spayed Female,8 years,Weimaraner/Labrador Retriever,Tan/White
A659352,*Magic,02/08/2014,11:39AM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A530793,Bobby Lee,02/08/2014,11:44AM,Adoption,Foster,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue
A671512,*Dipper,02/08/2014,12:23PM,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown
A672327,Scarlett,02/08/2014,12:44PM,Return to Owner,,Dog,Spayed Female,13 years,Miniature Poodle Mix,White
A667470,*Emily,02/08/2014,12:48PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue/White
A648872,*Beckham,02/08/2014,12:48PM,Return to Owner,,Dog,Neutered Male,2 years,Bullmastiff Mix,Black/White
A672294,Cooper,02/08/2014,1:24PM,Return to Owner,,Cat,Neutered Male,3 years,Angora/Persian,White
A672072,Lizzie,02/08/2014,1:30PM,Return to Owner,,Dog,Spayed Female,6 years,Queensland Heeler Mix,Red Merle/White
A671558,Sage,02/08/2014,1:46PM,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Tan/White
A671939,Twitch,02/08/2014,1:48PM,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A672277,,02/08/2014,2:31PM,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
A672295,,02/08/2014,2:32PM,Transfer,SCRP,Cat,Intact Male,6 years,Domestic Longhair Mix,Brown Tabby
A670652,Carson,02/08/2014,2:51PM,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Longhair Mix,Blue/White
A669763,*Bandit,02/08/2014,3:15PM,Adoption,,Dog,Neutered Male,5 years,Catahoula/Australian Cattle Dog,Blue Merle/Tricolor
A668725,*Travis,02/08/2014,3:21PM,Adoption,,Dog,Neutered Male,2 years,Belgian Malinois Mix,Sable
A671871,*April,02/08/2014,3:33PM,Adoption,Offsite,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Black/Tan
A650783,*Redbud,02/08/2014,3:36PM,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Tan/White
A671751,*Steven,02/08/2014,3:40PM,Adoption,Offsite,Dog,Neutered Male,10 months,Shetland Sheepdog/Dachshund Longhair,Brown/White
A672342,,02/08/2014,3:57PM,Euthanasia,Suffering,Bird,Intact Male,1 year,Chicken Mix,Red/Black
A670111,*Marissa,02/08/2014,4:04PM,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Tan
A671880,*Shadow,02/08/2014,4:29PM,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby
A671110,Zeke,02/08/2014,4:29PM,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Brown
A641459,Leia,02/08/2014,5:29PM,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black
A672064,Pitachio,02/08/2014,5:43PM,Adoption,,Dog,Spayed Female,1 year,Border Collie Mix,Black/White
A672296,Napoleon,02/08/2014,5:51PM,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A672354,,02/08/2014,5:55PM,Euthanasia,Suffering,Cat,Unknown,10 years,Domestic Shorthair Mix,Brown Tabby
A670407,Buster,02/08/2014,5:59PM,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle/White
A672143,,02/08/2014,6:09PM,Adoption,,Dog,Spayed Female,2 months,St. Bernard Smooth Coat Mix,Tricolor
A619861,*Jessie,02/08/2014,6:25PM,Adoption,,Dog,Spayed Female,3 years,Pit Bull/Boxer,Brown/White
A671739,Cheeto,02/08/2014,6:56PM,Return to Owner,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Chocolate/Tan
A671884,Simba,02/08/2014,7:14PM,Adoption,,Dog,Neutered Male,6 months,Pit Bull Mix,Black/White
A672142,Toby,02/08/2014,10:14AM,Transfer,Partner,Dog,Intact Male,5 years,Pekingese,Red/White
A672323,Dante,02/09/2014,11:45AM,Return to Owner,,Dog,Intact Male,9 years,Beagle Mix,Tricolor
A672387,,02/09/2014,12:13PM,Euthanasia,Suffering,Bird,Intact Female,1 year,Chicken Mix,Brown/Red
A592428,Buddy,02/09/2014,12:14PM,Return to Owner,,Dog,Neutered Male,8 years,Brittany,White/Brown
A587190,Ruby,02/09/2014,12:16PM,Return to Owner,,Dog,Spayed Female,7 years,Brittany Mix,White/Red
A669812,*Catie,02/09/2014,1:24PM,Adoption,,Dog,Spayed Female,4 years,Anatol Shepherd/Labrador Retriever,Black/White
A663863,*Suki,02/09/2014,1:29PM,Adoption,Foster,Dog,Spayed Female,1 year,Australian Shepherd Mix,Brown/White
A670563,Mia,02/09/2014,1:34PM,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
A671731,Rufus Jenkin,02/09/2014,1:54PM,Adoption,,Dog,Neutered Male,7 years,Cairn Terrier Mix,Tan
A671559,Osiris,02/09/2014,2:20PM,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,White/Brown
A670436,Miss Piggy,02/09/2014,2:49PM,Adoption,,Cat,Spayed Female,1 year,Japanese Bobtail Mix,Black
A672400,,02/09/2014,2:59PM,Transfer,Partner,Dog,Intact Male,2 months,Yorkshire Terrier/Maltese,White
A672010,Bella,02/09/2014,3:35PM,Adoption,,Dog,Spayed Female,5 years,Australian Shepherd/Beagle,Blue Merle/Tan
A672406,,02/09/2014,3:46PM,Euthanasia,Rabies Risk,Other,Unknown,7 years,Raccoon,Brown/Black
A670635,*Mackenzie,02/09/2014,3:54PM,Transfer,Partner,Dog,Spayed Female,5 months,Plott Hound Mix,Sable
A669817,Jj,02/09/2014,3:58PM,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Black
A671103,Brian,02/09/2014,4:05PM,Adoption,,Dog,Neutered Male,2 years,Chesa Bay Retr Mix,Brown
A665123,*Adele,02/09/2014,4:25PM,Adoption,,Dog,Spayed Female,5 years,Redbone Hound,Red/White
A672266,Monroe,02/09/2014,4:39PM,Return to Owner,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White
A671438,*Fiona,02/09/2014,4:47PM,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A671453,*Belinda,02/09/2014,4:57PM,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,White/Tan
A672163,Tito,02/09/2014,5:10PM,Return to Owner,,Dog,Neutered Male,1 year,Pembroke Welsh Corgi Mix,Tan/White
A671232,*Butter,02/09/2014,5:12PM,Transfer,Partner,Dog,Spayed Female,8 months,Pit Bull Mix,White/Tan
A672118,,02/09/2014,5:13PM,Adoption,,Dog,Spayed Female,8 months,Border Collie/Labrador Retriever,Black
A672175,,02/09/2014,5:15PM,Transfer,Partner,Dog,Spayed Female,2 months,German Shepherd Mix,Black/White
